threadid,tweetid,event,support,evidentiality,certainty,responsetype-vs-source,responsetype-vs-previous
500307001629745152,500384522840453120,ferguson,,no-evidence,certain,appeal-for-more-information,comment
500307001629745152,500385933523304448,ferguson,,no-evidence,uncertain,comment,agreed
500307001629745152,500399816954753024,ferguson,,source-quoted,somewhat-certain,agreed,comment
500307001629745152,500400605035507712,ferguson,,picture-attached,certain,comment,appeal-for-more-information
500307001629745152,500400629739573250,ferguson,,url-given,somewhat-certain,comment,disagreed
500307001629745152,500401666454065154,ferguson,,picture-attached,certain,disagreed,agreed
500307001629745152,500383616283975680,ferguson,,url-given,certain,disagreed,comment
500307001629745152,500385684285190144,ferguson,,unverifiable-source-quoted,uncertain,comment,appeal-for-more-information
500307001629745152,500379521900503040,ferguson,,url-given,somewhat-certain,agreed,disagreed
500307001629745152,500384077481259008,ferguson,,unverifiable-source-quoted,certain,agreed,comment
500307001629745152,500384869419978752,ferguson,,no-evidence,uncertain,appeal-for-more-information,appeal-for-more-information
500307001629745152,500387313050845184,ferguson,,source-quoted,certain,appeal-for-more-information,comment
500307001629745152,500399398132523009,ferguson,,url-given,certain,appeal-for-more-information,comment
500307001629745152,500389863561388032,ferguson,,source-quoted,uncertain,appeal-for-more-information,comment
500307001629745152,500400101097889792,ferguson,,no-evidence,uncertain,disagreed,comment
500307001629745152,500400890126155777,ferguson,,unverifiable-source-quoted,uncertain,appeal-for-more-information,disagreed
500307001629745152,500402352919445504,ferguson,,picture-attached,uncertain,disagreed,disagreed
500307001629745152,500404864443105280,ferguson,,witnessed,uncertain,disagreed,comment
500307001629745152,500405250755690496,ferguson,,source-quoted,uncertain,comment,disagreed
500307001629745152,500405947253006339,ferguson,,picture-attached,uncertain,disagreed,comment
500307001629745152,500407571153694720,ferguson,,reasoning,somewhat-certain,appeal-for-more-information,disagreed
500307001629745152,500415054559203329,ferguson,,unverifiable-source-quoted,somewhat-certain,agreed,appeal-for-more-information
500307001629745152,500415578373627904,ferguson,,no-evidence,certain,disagreed,comment
500307001629745152,500406172155777025,ferguson,,no-evidence,uncertain,agreed,comment
500307001629745152,500405661864566784,ferguson,,no-evidence,certain,comment,agreed
500307001629745152,500405868244910081,ferguson,,no-evidence,uncertain,appeal-for-more-information,comment
500307001629745152,500320401369870336,ferguson,,no-evidence,uncertain,agreed,comment
500307001629745152,500321053197864961,ferguson,,source-quoted,somewhat-certain,disagreed,comment
500307001629745152,500321227597021184,ferguson,,reasoning,certain,appeal-for-more-information,appeal-for-more-information
500307001629745152,500321569907150848,ferguson,,unverifiable-source-quoted,uncertain,appeal-for-more-information,appeal-for-more-information
500307001629745152,500320052449914880,ferguson,,no-evidence,certain,comment,disagreed
500307001629745152,500320602520293376,ferguson,,no-evidence,somewhat-certain,agreed,agreed
500307001629745152,500323321519800321,ferguson,,no-evidence,somewhat-certain,agreed,disagreed
500307001629745152,500386029791371267,ferguson,,source-quoted,certain,agreed,comment
500303431928922113,500327907114246148,ferguson,,reasoning,uncertain,agreed,comment
500371149713178625,500619773873770496,ferguson,,source-quoted,uncertain,disagreed,comment
500413818368184321,500676678956220416,ferguson,,no-evidence,uncertain,disagreed,comment
500413818368184321,500704429600157696,ferguson,,picture-attached,uncertain,disagreed,comment
500284699546517505,500286862255464448,ferguson,,source-quoted,certain,comment,agreed
500378522788315137,501757171122839552,ferguson,,no-evidence,somewhat-certain,appeal-for-more-information,comment
500378522788315137,500384618496163840,ferguson,,source-quoted,uncertain,appeal-for-more-information,comment
500347114975944705,500350502690115584,ferguson,,no-evidence,somewhat-certain,agreed,comment
500347114975944705,500382101930143745,ferguson,,source-quoted,uncertain,agreed,comment
500347114975944705,500366747506335744,ferguson,,no-evidence,somewhat-certain,agreed,appeal-for-more-information
500347114975944705,500367139652784128,ferguson,,no-evidence,uncertain,comment,disagreed
500347114975944705,500367482679746560,ferguson,,no-evidence,uncertain,comment,appeal-for-more-information
500347114975944705,500368570724155392,ferguson,,no-evidence,certain,agreed,disagreed
500347114975944705,500654216239915008,ferguson,,picture-attached,certain,comment,disagreed
500347114975944705,500367241888944130,ferguson,,reasoning,certain,agreed,comment
500347114975944705,500369701240066048,ferguson,,reasoning,uncertain,comment,appeal-for-more-information
500347114975944705,500371514127310850,ferguson,,source-quoted,somewhat-certain,comment,agreed
500347114975944705,500371833376350208,ferguson,,picture-attached,uncertain,comment,agreed
500347114975944705,500371547496796162,ferguson,,source-quoted,somewhat-certain,comment,appeal-for-more-information
500347114975944705,500372089967476736,ferguson,,witnessed,uncertain,appeal-for-more-information,comment
500347114975944705,500373700974112768,ferguson,,source-quoted,uncertain,comment,appeal-for-more-information
500347114975944705,500373096860487680,ferguson,,reasoning,uncertain,disagreed,comment
500347114975944705,500374119725031424,ferguson,,unverifiable-source-quoted,uncertain,disagreed,appeal-for-more-information
500347114975944705,500350665315450881,ferguson,,source-quoted,uncertain,agreed,disagreed
500347114975944705,500354964838166528,ferguson,,unverifiable-source-quoted,certain,appeal-for-more-information,comment
500347114975944705,500356119932719104,ferguson,,reasoning,somewhat-certain,comment,agreed
500347114975944705,500356093801795585,ferguson,,source-quoted,somewhat-certain,disagreed,comment
500347114975944705,500356545730084864,ferguson,,unverifiable-source-quoted,uncertain,appeal-for-more-information,comment
500347114975944705,500356692560072704,ferguson,,no-evidence,uncertain,comment,disagreed
500347114975944705,500357394845560835,ferguson,,no-evidence,certain,comment,agreed
500347114975944705,500358464325947393,ferguson,,reasoning,somewhat-certain,appeal-for-more-information,comment
500347114975944705,500359435911716864,ferguson,,unverifiable-source-quoted,certain,comment,disagreed
500347114975944705,500360127522693120,ferguson,,unverifiable-source-quoted,somewhat-certain,agreed,comment
500347114975944705,500356909816631296,ferguson,,url-given,somewhat-certain,appeal-for-more-information,comment
500347114975944705,500358410572156928,ferguson,,no-evidence,certain,agreed,agreed
500347114975944705,500356297519165440,ferguson,,no-evidence,uncertain,comment,agreed
500347114975944705,500384144405192704,ferguson,,picture-attached,certain,comment,agreed
500347114975944705,500359294181580800,ferguson,,source-quoted,somewhat-certain,agreed,comment
500308076004929537,500317344997330945,ferguson,,no-evidence,somewhat-certain,appeal-for-more-information,comment
500308076004929537,500317791933972481,ferguson,,url-given,certain,comment,disagreed
500308076004929537,500324150519808000,ferguson,,no-evidence,certain,appeal-for-more-information,agreed
500308076004929537,500318691909959681,ferguson,,url-given,certain,disagreed,disagreed
500389488217309184,500670228708462592,ferguson,,url-given,uncertain,appeal-for-more-information,comment
500389488217309184,500757739480842242,ferguson,,picture-attached,uncertain,appeal-for-more-information,comment
500389488217309184,500394428243390465,ferguson,,picture-attached,certain,appeal-for-more-information,comment
500389488217309184,500698326720086017,ferguson,,reasoning,uncertain,appeal-for-more-information,comment
500389488217309184,500698984877666304,ferguson,,no-evidence,somewhat-certain,agreed,comment
500389488217309184,500743658451107842,ferguson,,reasoning,uncertain,comment,agreed
500389488217309184,500476059880816640,ferguson,,unverifiable-source-quoted,certain,agreed,comment
500389488217309184,500478509366915072,ferguson,,witnessed,somewhat-certain,comment,agreed
500389488217309184,500478671451586560,ferguson,,url-given,somewhat-certain,agreed,agreed
500288349924782080,500289655829712896,ferguson,,source-quoted,certain,agreed,agreed
499368931367608320,499370670447689729,ferguson,,witnessed,certain,comment,disagreed
499368931367608320,499371937102299136,ferguson,,no-evidence,uncertain,agreed,comment
499368931367608320,499448422127394816,ferguson,,picture-attached,somewhat-certain,appeal-for-more-information,agreed
499368931367608320,499451011791335424,ferguson,,unverifiable-source-quoted,uncertain,agreed,comment
499368931367608320,499452664053104642,ferguson,,url-given,uncertain,comment,agreed
499368931367608320,499453449206239232,ferguson,,unverifiable-source-quoted,uncertain,comment,disagreed
499368931367608320,499459462965362688,ferguson,,unverifiable-source-quoted,uncertain,comment,agreed
499368931367608320,499580023901519872,ferguson,,unverifiable-source-quoted,uncertain,agreed,agreed
499368931367608320,499596317413621760,ferguson,,unverifiable-source-quoted,certain,comment,disagreed
500332933098385408,500338593391341568,ferguson,,picture-attached,somewhat-certain,agreed,agreed
500332933098385408,500344654319988741,ferguson,,url-given,uncertain,comment,disagreed
500332933098385408,500345018926645250,ferguson,,no-evidence,somewhat-certain,disagreed,disagreed
500332933098385408,500345416320581632,ferguson,,source-quoted,certain,comment,disagreed
581293286268129280,581299394340880384,germanwings-crash,,witnessed,uncertain,comment,disagreed
581293286268129280,581299530517192705,germanwings-crash,,reasoning,somewhat-certain,agreed,comment
581293286268129280,581300449237667840,germanwings-crash,,no-evidence,certain,disagreed,agreed
581293286268129280,581454776740773888,germanwings-crash,,source-quoted,somewhat-certain,appeal-for-more-information,appeal-for-more-information
581293286268129280,581307953950527488,germanwings-crash,,url-given,uncertain,comment,disagreed
581293286268129280,581333436473868288,germanwings-crash,,no-evidence,uncertain,disagreed,comment
581293286268129280,581407447031681024,germanwings-crash,,no-evidence,certain,agreed,comment
581293286268129280,581424557740916736,germanwings-crash,,reasoning,uncertain,disagreed,disagreed
580882341880446977,580954643028697088,germanwings-crash,,no-evidence,somewhat-certain,comment,appeal-for-more-information
580340476949086208,580377249905512450,germanwings-crash,,reasoning,certain,agreed,comment
524947867975561216,524973362607845376,ottawashooting,,no-evidence,uncertain,appeal-for-more-information,appeal-for-more-information
524947867975561216,524975028124016640,ottawashooting,,unverifiable-source-quoted,uncertain,comment,agreed
524947867975561216,524978305272135681,ottawashooting,,witnessed,certain,agreed,comment
524947867975561216,524951486338715648,ottawashooting,,source-quoted,certain,agreed,comment
525032872647065600,525035256361934848,ottawashooting,,no-evidence,certain,disagreed,comment
525032872647065600,525034548196024320,ottawashooting,,source-quoted,uncertain,appeal-for-more-information,agreed
525032872647065600,525035734403530752,ottawashooting,,no-evidence,uncertain,disagreed,agreed
525032872647065600,525040767270543360,ottawashooting,,no-evidence,certain,appeal-for-more-information,comment
525056576038518785,525080429410664448,ottawashooting,,no-evidence,somewhat-certain,comment,disagreed
525056576038518785,525080746080620544,ottawashooting,,source-quoted,certain,comment,disagreed
525056576038518785,525072407321927681,ottawashooting,,no-evidence,somewhat-certain,agreed,agreed
525028734991343617,525034956691869696,ottawashooting,,reasoning,somewhat-certain,appeal-for-more-information,comment
524929497205055488,524930529637175296,ottawashooting,,no-evidence,somewhat-certain,appeal-for-more-information,disagreed
524929497205055488,524930651964051456,ottawashooting,,no-evidence,somewhat-certain,appeal-for-more-information,agreed
524929497205055488,524930719077122048,ottawashooting,,no-evidence,certain,comment,disagreed
524929497205055488,524930854335053824,ottawashooting,,no-evidence,certain,disagreed,disagreed
524927281048080385,524947016238268416,ottawashooting,,reasoning,uncertain,agreed,comment
524927281048080385,524948547750621184,ottawashooting,,url-given,somewhat-certain,comment,agreed
524927281048080385,524941897266397184,ottawashooting,,no-evidence,somewhat-certain,disagreed,disagreed
524927281048080385,524942146475163649,ottawashooting,,reasoning,somewhat-certain,comment,agreed
524927281048080385,524942493050494976,ottawashooting,,no-evidence,uncertain,comment,disagreed
524927281048080385,524942844499619841,ottawashooting,,url-given,uncertain,comment,agreed
524927281048080385,524950880681201664,ottawashooting,,no-evidence,certain,agreed,comment
524927281048080385,524966130700791808,ottawashooting,,picture-attached,uncertain,comment,disagreed
524927281048080385,524966555072094208,ottawashooting,,source-quoted,certain,disagreed,appeal-for-more-information
524927281048080385,524965821337329666,ottawashooting,,url-given,uncertain,agreed,comment
524927281048080385,524966881573470208,ottawashooting,,source-quoted,uncertain,comment,disagreed
524927281048080385,524967669083414528,ottawashooting,,source-quoted,uncertain,disagreed,comment
524927281048080385,524967144367591425,ottawashooting,,no-evidence,uncertain,disagreed,comment
524927281048080385,524968082083958784,ottawashooting,,unverifiable-source-quoted,uncertain,appeal-for-more-information,appeal-for-more-information
524927281048080385,524968348468412416,ottawashooting,,url-given,somewhat-certain,comment,disagreed
524927281048080385,524969635410870273,ottawashooting,,picture-attached,uncertain,agreed,comment
524927281048080385,524970281379823616,ottawashooting,,unverifiable-source-quoted,somewhat-certain,appeal-for-more-information,comment
524927281048080385,524970687803715584,ottawashooting,,unverifiable-source-quoted,certain,comment,agreed
544512108885725184,544513280421933057,sydneysiege,,source-quoted,somewhat-certain,agreed,comment
544512108885725184,544513446294093825,sydneysiege,,picture-attached,somewhat-certain,appeal-for-more-information,comment
544512108885725184,544513609217617920,sydneysiege,,source-quoted,uncertain,agreed,comment
544512108885725184,544514044573802496,sydneysiege,,url-given,uncertain,comment,disagreed
544512108885725184,544514393372127232,sydneysiege,,picture-attached,somewhat-certain,agreed,comment
544512108885725184,544514442491596800,sydneysiege,,no-evidence,uncertain,agreed,agreed
544512108885725184,544521755289600001,sydneysiege,,witnessed,uncertain,appeal-for-more-information,comment
544512108885725184,544522299693862912,sydneysiege,,reasoning,somewhat-certain,appeal-for-more-information,agreed
544512108885725184,544525364857700352,sydneysiege,,no-evidence,certain,agreed,agreed
544512108885725184,544522356354740224,sydneysiege,,no-evidence,uncertain,comment,appeal-for-more-information
544476808566276097,544478273238212608,sydneysiege,,source-quoted,somewhat-certain,comment,disagreed
544476808566276097,544500025016197121,sydneysiege,,no-evidence,uncertain,comment,disagreed
544476808566276097,544505605567041536,sydneysiege,,source-quoted,certain,comment,disagreed
544476808566276097,544991347304714240,sydneysiege,,unverifiable-source-quoted,uncertain,comment,disagreed
544476808566276097,544996195949871104,sydneysiege,,no-evidence,uncertain,agreed,comment
544476808566276097,544996807324213249,sydneysiege,,url-given,somewhat-certain,comment,agreed
544476808566276097,545017860754792448,sydneysiege,,unverifiable-source-quoted,certain,comment,agreed
544476808566276097,544482919595511808,sydneysiege,,url-given,uncertain,agreed,comment
544476808566276097,544483162965807106,sydneysiege,,source-quoted,somewhat-certain,appeal-for-more-information,comment
544476808566276097,544483799174627329,sydneysiege,,source-quoted,uncertain,appeal-for-more-information,disagreed
544292129972170752,544292581950357504,sydneysiege,,url-given,certain,disagreed,disagreed
544292129972170752,544293062776995840,sydneysiege,,witnessed,certain,disagreed,disagreed
544292129972170752,544296770420105216,sydneysiege,,url-given,certain,comment,agreed
544292129972170752,544296994676965376,sydneysiege,,picture-attached,certain,appeal-for-more-information,comment
544292129972170752,544297777266954240,sydneysiege,,source-quoted,uncertain,comment,agreed
544292129972170752,544298830494441473,sydneysiege,,source-quoted,uncertain,appeal-for-more-information,comment
544292129972170752,544298416571179008,sydneysiege,,no-evidence,certain,comment,agreed
544272537341812736,544275851559579648,sydneysiege,,no-evidence,certain,agreed,comment
544272537341812736,544559843898839040,sydneysiege,,reasoning,certain,appeal-for-more-information,comment
544306719686656000,544309550778957824,sydneysiege,,no-evidence,somewhat-certain,comment,agreed
544306719686656000,544311274545217536,sydneysiege,,source-quoted,certain,appeal-for-more-information,disagreed
544306719686656000,544315486465716225,sydneysiege,,unverifiable-source-quoted,uncertain,disagreed,appeal-for-more-information
544352727971954690,544352859773755392,sydneysiege,,source-quoted,somewhat-certain,disagreed,agreed
544352727971954690,544367820407332864,sydneysiege,,unverifiable-source-quoted,uncertain,appeal-for-more-information,agreed
544491151118860289,544492317546393600,sydneysiege,,source-quoted,certain,comment,appeal-for-more-information
544491151118860289,544493474612256768,sydneysiege,,no-evidence,somewhat-certain,comment,agreed
544287209730236416,544294834216108032,sydneysiege,,no-evidence,somewhat-certain,comment,disagreed
544287209730236416,544338192703717376,sydneysiege,,no-evidence,certain,appeal-for-more-information,comment
544328894812549121,544349089890959360,sydneysiege,,url-given,certain,comment,appeal-for-more-information
544328894812549121,544349391264296961,sydneysiege,,source-quoted,uncertain,comment,disagreed
544328894812549121,544349633334374400,sydneysiege,,no-evidence,uncertain,appeal-for-more-information,comment
544328894812549121,544344965443510273,sydneysiege,,reasoning,uncertain,comment,disagreed
544328894812549121,544330583363837953,sydneysiege,,no-evidence,uncertain,agreed,comment
544328894812549121,544332606280437760,sydneysiege,,no-evidence,somewhat-certain,agreed,comment
544328894812549121,544333536086339584,sydneysiege,,reasoning,somewhat-certain,appeal-for-more-information,comment
544328894812549121,544336049330061315,sydneysiege,,unverifiable-source-quoted,certain,disagreed,comment
544328894812549121,544347763853770752,sydneysiege,,picture-attached,uncertain,comment,agreed
544328894812549121,544349752834285568,sydneysiege,,reasoning,uncertain,disagreed,disagreed
544328894812549121,544351912599240704,sydneysiege,,url-given,uncertain,comment,disagreed
544328894812549121,544345140727660544,sydneysiege,,reasoning,certain,agreed,disagreed
544328894812549121,544345462564999169,sydneysiege,,source-quoted,certain,agreed,comment
544328894812549121,544351491851829249,sydneysiege,,unverifiable-source-quoted,somewhat-certain,appeal-for-more-information,appeal-for-more-information
544328894812549121,544497329920036865,sydneysiege,,reasoning,certain,disagreed,disagreed
544328894812549121,544346015013167104,sydneysiege,,no-evidence,somewhat-certain,agreed,comment
544328894812549121,544349614393282561,sydneysiege,,no-evidence,somewhat-certain,comment,disagreed
544514570367168512,544515072731914240,sydneysiege,,url-given,somewhat-certain,disagreed,comment
544514570367168512,544515987832188928,sydneysiege,,url-given,certain,agreed,comment
544514570367168512,544518358113480705,sydneysiege,,unverifiable-source-quoted,uncertain,agreed,comment
544324444773433348,544354628775600128,sydneysiege,,no-evidence,uncertain,disagreed,comment
544277117039837184,544278198150647809,sydneysiege,,source-quoted,uncertain,appeal-for-more-information,appeal-for-more-information
544277117039837184,544281431917076480,sydneysiege,,no-evidence,certain,comment,agreed
544277117039837184,544282348049956864,sydneysiege,,unverifiable-source-quoted,uncertain,comment,agreed
544277117039837184,544306571350921216,sydneysiege,,source-quoted,uncertain,comment,agreed
544277117039837184,544306676619173889,sydneysiege,,unverifiable-source-quoted,certain,agreed,disagreed
544277117039837184,544307827070615553,sydneysiege,,url-given,uncertain,agreed,disagreed
544277117039837184,544460273432530944,sydneysiege,,url-given,somewhat-certain,agreed,comment
544293753130082305,544294473292079104,sydneysiege,,no-evidence,uncertain,agreed,comment
544293753130082305,544294802129707008,sydneysiege,,url-given,certain,comment,agreed
544293753130082305,544295402510761984,sydneysiege,,source-quoted,somewhat-certain,appeal-for-more-information,comment
544297696308518912,544660449669967872,sydneysiege,,source-quoted,uncertain,comment,appeal-for-more-information
544297696308518912,544313211474804736,sydneysiege,,no-evidence,uncertain,comment,agreed
544297696308518912,544299940764479490,sydneysiege,,source-quoted,somewhat-certain,agreed,comment
544297696308518912,544331064379203587,sydneysiege,,unverifiable-source-quoted,certain,disagreed,comment
544381485591982083,544386758662565888,sydneysiege,,unverifiable-source-quoted,somewhat-certain,disagreed,comment
544328894812549121,544409231110443008,sydneysiege,,no-evidence,somewhat-certain,comment,disagreed
500284699546517505,500297607475105792,ferguson,,reasoning,somewhat-certain,agreed,comment
544328894812549121,544346603520135168,sydneysiege,,no-evidence,certain,appeal-for-more-information,disagreed
544306719686656000,544314667795873792,sydneysiege,,no-evidence,uncertain,comment,disagreed
553461741917863936,553504117230800896,charliehebdo,,no-evidence,uncertain,disagreed,comment
576829262927413248,576847084579618816,putinmissing,,,,comment,comment
576796432730071040,576809682947448832,putinmissing,,,,comment,comment
553575232867672064,553579370468474880,charliehebdo,,,,comment,comment
553579224402235393,553585181517701120,charliehebdo,,,,comment,comment
553579224402235393,553580917898231808,charliehebdo,,,,comment,comment
553579224402235393,553585548204720128,charliehebdo,,,,comment,comment
553579224402235393,553587585126117376,charliehebdo,,,,comment,comment
553579224402235393,553587865351753730,charliehebdo,,,,comment,comment
553579224402235393,553588028925804544,charliehebdo,,,,comment,comment
553579224402235393,553588188648714240,charliehebdo,,,,comment,comment
552791196247269378,552793021256056833,charliehebdo,,,,comment,comment
552791196247269378,552826438798172160,charliehebdo,,,,comment,comment
553586897168392192,553757432455770112,charliehebdo,,,,comment,comment
553566026030272512,553568091980824576,charliehebdo,,,,comment,comment
552806757672964097,552810800164139008,charliehebdo,,,,comment,comment
552810448324943872,552817687257415681,charliehebdo,,,,comment,comment
553576010898497536,553577990060539904,charliehebdo,,,,comment,comment
553501357156876290,553502186999529473,charliehebdo,,,,comment,comment
553501357156876290,553502599358722048,charliehebdo,,,,comment,comment
553587013409325058,553587794686513153,charliehebdo,,,,comment,comment
553587013409325058,553587882741747713,charliehebdo,,,,comment,comment
553587013409325058,553588653562150912,charliehebdo,,,,comment,comment
553587013409325058,553588971864084481,charliehebdo,,,,comment,comment
553543369604210689,553548128138584065,charliehebdo,,,,comment,comment
553543369604210689,553548166629691392,charliehebdo,,,,comment,comment
553543369604210689,553552954297692160,charliehebdo,,,,comment,comment
553543369604210689,553553099470946304,charliehebdo,,,,comment,comment
553508098825261056,553538244923883520,charliehebdo,,,,comment,comment
553508098825261056,553555326125895680,charliehebdo,,,,comment,comment
553508098825261056,553540518853242880,charliehebdo,,,,comment,comment
553508098825261056,553540761632120832,charliehebdo,,,,comment,comment
553508098825261056,553541660408545280,charliehebdo,,,,comment,comment
553508098825261056,553542076999409664,charliehebdo,,,,comment,comment
553508098825261056,553542207731662850,charliehebdo,,,,comment,comment
553478289474740224,553481569675911168,charliehebdo,,,,comment,comment
553587303172833280,553592274991714306,charliehebdo,,,,comment,comment
529689679411810304,529693591132983297,prince-toronto,,,,comment,comment
529689679411810304,529695331387461632,prince-toronto,,,,comment,comment
529713467184676864,529739950993203201,prince-toronto,,,,comment,comment
500307001629745152,500310883684208640,ferguson,,,,comment,comment
500307001629745152,500311506676756480,ferguson,,,,comment,comment
500307001629745152,500311885120819200,ferguson,,,,comment,comment
500307001629745152,500320131239518209,ferguson,,,,comment,comment
500307001629745152,500320873086476288,ferguson,,,,comment,comment
500307001629745152,500321014816210944,ferguson,,,,comment,comment
500307001629745152,500316587333652480,ferguson,,,,comment,comment
500307001629745152,500318794862960640,ferguson,,,,comment,comment
500307001629745152,500379159965618178,ferguson,,,,comment,comment
500307001629745152,500379294284001282,ferguson,,,,comment,comment
500307001629745152,500383364084686849,ferguson,,,,comment,comment
500307001629745152,500384718496747520,ferguson,,,,comment,comment
500307001629745152,500384895319818240,ferguson,,,,comment,comment
500307001629745152,500392542853406720,ferguson,,,,comment,comment
500307001629745152,500392633760759808,ferguson,,,,comment,comment
500307001629745152,500381784425512960,ferguson,,,,comment,comment
500307001629745152,500380753272635392,ferguson,,,,comment,comment
500307001629745152,500385150468116480,ferguson,,,,comment,comment
500307001629745152,500385201181052928,ferguson,,,,comment,comment
500307001629745152,500386143943139332,ferguson,,,,comment,comment
500307001629745152,500399589417963521,ferguson,,,,comment,comment
500307001629745152,500402902662262784,ferguson,,,,comment,comment
500307001629745152,500405555282726912,ferguson,,,,comment,comment
500307001629745152,500406679176241153,ferguson,,,,comment,comment
500307001629745152,500406011543703552,ferguson,,,,comment,comment
500307001629745152,500405818769285120,ferguson,,,,comment,comment
500307001629745152,500406892644937728,ferguson,,,,comment,comment
500307001629745152,500407281486663680,ferguson,,,,comment,comment
500307001629745152,500415239163101184,ferguson,,,,comment,comment
500307001629745152,500320501475332096,ferguson,,,,comment,comment
500307001629745152,500313720145207297,ferguson,,,,comment,comment
500307001629745152,500313920301588480,ferguson,,,,comment,comment
500307001629745152,500315174633766912,ferguson,,,,comment,comment
500307001629745152,500320369056948224,ferguson,,,,comment,comment
500307001629745152,500320974697693185,ferguson,,,,comment,comment
500307001629745152,500321405540786176,ferguson,,,,comment,comment
500307001629745152,500322465323974656,ferguson,,,,comment,comment
500307001629745152,500322706760691712,ferguson,,,,comment,comment
500371149713178625,500372596832350208,ferguson,,,,comment,comment
500371149713178625,500613335541239809,ferguson,,,,comment,comment
500413818368184321,500547984526802944,ferguson,,,,comment,comment
500413818368184321,500703436103753728,ferguson,,,,comment,comment
500319675797209088,500715098583736320,ferguson,,,,comment,comment
500284699546517505,500285436527661056,ferguson,,,,comment,comment
500284699546517505,500297892511633408,ferguson,,,,comment,comment
500284699546517505,500299770968408064,ferguson,,,,comment,comment
500378522788315137,500383587552985090,ferguson,,,,comment,comment
500378522788315137,500384126151573505,ferguson,,,,comment,comment
500378522788315137,501756572952166400,ferguson,,,,comment,comment
500363126294863876,500363941114298368,ferguson,,,,comment,comment
500347114975944705,500382921476145152,ferguson,,,,comment,comment
500347114975944705,500479738964901889,ferguson,,,,comment,comment
500347114975944705,500368286027354113,ferguson,,,,comment,comment
500347114975944705,500369339628126209,ferguson,,,,comment,comment
500347114975944705,500355777878835200,ferguson,,,,comment,comment
500347114975944705,500352847351775234,ferguson,,,,comment,comment
500347114975944705,500355271332757504,ferguson,,,,comment,comment
500347114975944705,500357701827039232,ferguson,,,,comment,comment
500347114975944705,500357862699192321,ferguson,,,,comment,comment
500347114975944705,500358008979722243,ferguson,,,,comment,comment
500347114975944705,500358715992969218,ferguson,,,,comment,comment
500347114975944705,500359336359518208,ferguson,,,,comment,comment
500347114975944705,500359448531980288,ferguson,,,,comment,comment
500347114975944705,500357587997831169,ferguson,,,,comment,comment
500347114975944705,500357390299308032,ferguson,,,,comment,comment
500347114975944705,500356480432754689,ferguson,,,,comment,comment
500347114975944705,500357905968033792,ferguson,,,,comment,comment
500308076004929537,500308482676240384,ferguson,,,,comment,comment
500308076004929537,500311799712198656,ferguson,,,,comment,comment
500308076004929537,500317982799982592,ferguson,,,,comment,comment
500308076004929537,500312045334851585,ferguson,,,,comment,comment
500308076004929537,500312223471120384,ferguson,,,,comment,comment
500308076004929537,500317273002106880,ferguson,,,,comment,comment
500389488217309184,500741014181531648,ferguson,,,,comment,comment
500389488217309184,500391055259598849,ferguson,,,,comment,comment
500389488217309184,500399953295208448,ferguson,,,,comment,comment
500389488217309184,500426909860114432,ferguson,,,,comment,comment
500389488217309184,500742011834470401,ferguson,,,,comment,comment
500389488217309184,500479810939142144,ferguson,,,,comment,comment
500288349924782080,500290573182730240,ferguson,,,,comment,comment
500288349924782080,500290674957504513,ferguson,,,,comment,comment
500288349924782080,500290845166542850,ferguson,,,,comment,comment
499368931367608320,499547493592743936,ferguson,,,,comment,comment
499368931367608320,499449102908653570,ferguson,,,,comment,comment
499368931367608320,499571259730976771,ferguson,,,,comment,comment
581293286268129280,581298086246395904,germanwings-crash,,,,comment,comment
581293286268129280,581420137724530688,germanwings-crash,,,,comment,comment
581293286268129280,581300431436959744,germanwings-crash,,,,comment,comment
524947867975561216,524974129930592256,ottawashooting,,,,comment,comment
524947867975561216,524976013047263232,ottawashooting,,,,comment,comment
524947867975561216,524974577081126912,ottawashooting,,,,comment,comment
524947867975561216,524974903683203072,ottawashooting,,,,comment,comment
524947867975561216,524961635136704512,ottawashooting,,,,comment,comment
524947867975561216,524962293499822080,ottawashooting,,,,comment,comment
525032872647065600,525049059321462784,ottawashooting,,,,comment,comment
525056576038518785,525278489721966592,ottawashooting,,,,comment,comment
524929497205055488,524929931634286592,ottawashooting,,,,comment,comment
524927281048080385,524941965012795393,ottawashooting,,,,comment,comment
524927281048080385,524965141268692993,ottawashooting,,,,comment,comment
524927281048080385,524965532211351552,ottawashooting,,,,comment,comment
524927281048080385,524966663251566594,ottawashooting,,,,comment,comment
524927281048080385,524965546379739136,ottawashooting,,,,comment,comment
524927281048080385,524967132090888192,ottawashooting,,,,comment,comment
524927281048080385,524969935383326721,ottawashooting,,,,comment,comment
524927281048080385,524971151693729792,ottawashooting,,,,comment,comment
524927281048080385,524971471501021184,ottawashooting,,,,comment,comment
544512108885725184,544524690262208513,sydneysiege,,,,comment,comment
544476808566276097,544480107872915456,sydneysiege,,,,comment,comment
544476808566276097,544531648742973440,sydneysiege,,,,comment,comment
544476808566276097,544485799149187072,sydneysiege,,,,comment,comment
544476808566276097,544501395219808256,sydneysiege,,,,comment,comment
544476808566276097,544501573624545280,sydneysiege,,,,comment,comment
544476808566276097,544484075994509312,sydneysiege,,,,comment,comment
544292129972170752,544298065260466176,sydneysiege,,,,comment,comment
544292129972170752,544298397034086400,sydneysiege,,,,comment,comment
544272537341812736,544333165612269569,sydneysiege,,,,comment,comment
544306719686656000,544310836227895296,sydneysiege,,,,comment,comment
